Timestamp,Broad Income,Prior Taxable Income,Prior Marginal Rate,New Tax Rate,Average Expected Taxable Income,Implied ETI,Valid Responses
2024-11-05 14:04:45,50000,37500.0,0.25,0.15,42500.0,1.0000000000000002,10
2024-11-05 14:04:45,50000,37500.0,0.25,0.16999999999999998,41656.5,1.039124999999999,10
2024-11-05 14:04:45,50000,37500.0,0.25,0.18999999999999997,39710.7,0.7368999999999983,10
2024-11-05 14:04:46,50000,37500.0,0.25,0.20999999999999996,39042.3,0.7711500000000008,10
2024-11-05 14:04:47,50000,37500.0,0.25,0.22999999999999995,38689.9,1.1899000000000004,10
2024-11-05 14:04:47,50000,37500.0,0.25,0.24999999999999994,37500.0,,10
2024-11-05 14:04:48,50000,37500.0,0.25,0.2699999999999999,35027.5,2.4725000000000112,10
2024-11-05 14:04:48,50000,37500.0,0.25,0.2899999999999999,35730.0,0.8850000000000017,10
2024-11-05 14:04:48,50000,37500.0,0.25,0.30999999999999994,33125.0,1.4583333333333348,10
2024-11-05 14:04:49,50000,37500.0,0.25,0.3299999999999999,29250.0,2.062500000000004,10
2024-11-05 14:04:50,50000,37500.0,0.25,0.34999999999999987,30000.0,1.500000000000002,10
2024-11-05 14:04:50,60000,45000.0,0.25,0.15,51025.0,1.0041666666666669,10
2024-11-05 14:04:51,60000,45000.0,0.25,0.16999999999999998,50200.0,1.0833333333333324,10
2024-11-05 14:04:51,60000,45000.0,0.25,0.18999999999999997,48672.6,1.0201666666666653,10
2024-11-05 14:04:52,60000,45000.0,0.25,0.20999999999999996,48288.1,1.3700416666666648,10
2024-11-05 14:04:52,60000,45000.0,0.25,0.22999999999999995,46834.7,1.5289166666666631,10
2024-11-05 14:04:52,60000,45000.0,0.25,0.24999999999999994,45000.0,,10
2024-11-05 14:04:53,60000,45000.0,0.25,0.2699999999999999,42650.0,1.9583333333333426,10
2024-11-05 14:04:53,60000,45000.0,0.25,0.2899999999999999,42150.0,1.1875000000000024,10
2024-11-05 14:04:54,60000,45000.0,0.25,0.30999999999999994,40150.0,1.3472222222222237,10
2024-11-05 14:04:54,60000,45000.0,0.25,0.3299999999999999,37325.0,1.5989583333333361,10
2024-11-05 14:04:54,60000,45000.0,0.25,0.34999999999999987,38850.0,1.0250000000000012,10
2024-11-05 14:04:55,70000,52500.0,0.25,0.15,58733.2,0.8904571428571427,10
2024-11-05 14:04:55,70000,52500.0,0.25,0.16999999999999998,57814.6,0.9490357142857132,10
2024-11-05 14:04:56,70000,52500.0,0.25,0.18999999999999997,56749.7,1.0118333333333318,10
2024-11-05 14:04:56,70000,52500.0,0.25,0.20999999999999996,55750.0,1.1607142857142847,10
2024-11-05 14:04:56,70000,52500.0,0.25,0.22999999999999995,54533.3,1.4523571428571438,10
2024-11-05 14:04:57,70000,52500.0,0.25,0.24999999999999994,52500.0,,10
2024-11-05 14:04:58,70000,52500.0,0.25,0.2699999999999999,50092.5,1.7196428571428652,10
2024-11-05 14:04:58,70000,52500.0,0.25,0.2899999999999999,49300.0,1.142857142857145,10
2024-11-05 14:04:58,70000,52500.0,0.25,0.30999999999999994,47924.1,1.0895000000000015,10
2024-11-05 14:04:59,70000,52500.0,0.25,0.3299999999999999,42687.5,1.7522321428571461,10
2024-11-05 14:04:59,70000,52500.0,0.25,0.34999999999999987,45650.0,0.9785714285714298,10
2024-11-05 14:05:00,80000,60000.0,0.25,0.15,67900.0,0.9875000000000002,10
2024-11-05 14:05:00,80000,60000.0,0.25,0.16999999999999998,64793.9,0.7490468749999997,10
2024-11-05 14:05:00,80000,60000.0,0.25,0.18999999999999997,66331.1,1.3189791666666668,10
2024-11-05 14:05:01,80000,60000.0,0.25,0.20999999999999996,66533.5,2.041718749999998,10
2024-11-05 14:05:01,80000,60000.0,0.25,0.22999999999999995,63765.1,2.3531874999999967,10
2024-11-05 14:05:02,80000,60000.0,0.25,0.24999999999999994,60000.0,,10
2024-11-05 14:05:02,80000,60000.0,0.25,0.2699999999999999,56800.0,2.0000000000000093,10
2024-11-05 14:05:03,80000,60000.0,0.25,0.2899999999999999,55220.7,1.4935312500000038,10
2024-11-05 14:05:03,80000,60000.0,0.25,0.30999999999999994,54295.0,1.188541666666668,10
2024-11-05 14:05:04,80000,60000.0,0.25,0.3299999999999999,48550.0,1.7890625000000033,10
2024-11-05 14:05:04,80000,60000.0,0.25,0.34999999999999987,51015.4,1.1230750000000012,10
2024-11-05 14:05:04,90000,67500.0,0.25,0.15,76050.0,0.9500000000000003,10
2024-11-05 14:05:05,90000,67500.0,0.25,0.16999999999999998,79755.6,1.702166666666666,10
2024-11-05 14:05:05,90000,67500.0,0.25,0.18999999999999997,72642.4,0.9522962962962943,10
2024-11-05 14:05:06,90000,67500.0,0.25,0.20999999999999996,73084.9,1.5513611111111083,10
2024-11-05 14:05:06,90000,67500.0,0.25,0.22999999999999995,69850.0,1.3055555555555545,10
2024-11-05 14:05:07,90000,67500.0,0.25,0.24999999999999994,67500.0,,10
2024-11-05 14:05:07,90000,67500.0,0.25,0.2699999999999999,64487.5,1.673611111111119,10
2024-11-05 14:05:08,90000,67500.0,0.25,0.2899999999999999,64122.4,0.9382222222222236,10
2024-11-05 14:05:08,90000,67500.0,0.25,0.30999999999999994,61783.4,1.0586296296296305,10
2024-11-05 14:05:09,90000,67500.0,0.25,0.3299999999999999,66900.0,0.0833333333333335,10
2024-11-05 14:05:09,90000,67500.0,0.25,0.34999999999999987,59558.3,0.8824111111111119,10
2024-11-05 14:05:09,100000,75000.0,0.25,0.15,85000.0,1.0000000000000002,10
2024-11-05 14:05:10,100000,75000.0,0.25,0.16999999999999998,83597.7,1.0747124999999986,10
2024-11-05 14:05:10,100000,75000.0,0.25,0.18999999999999997,79876.2,0.8126999999999988,10
2024-11-05 14:05:11,100000,75000.0,0.25,0.20999999999999996,79077.9,1.0194749999999977,10
2024-11-05 14:05:11,100000,75000.0,0.25,0.22999999999999995,77576.1,1.288050000000002,10
2024-11-05 14:05:12,100000,75000.0,0.25,0.24999999999999994,75000.0,,10
2024-11-05 14:05:12,100000,75000.0,0.25,0.2699999999999999,72300.0,1.350000000000006,10
2024-11-05 14:05:12,100000,75000.0,0.25,0.2899999999999999,69640.2,1.3399500000000033,10
2024-11-05 14:05:13,100000,75000.0,0.25,0.30999999999999994,66054.4,1.4909333333333359,10
2024-11-05 14:05:13,100000,75000.0,0.25,0.3299999999999999,61616.7,1.6729125000000036,10
2024-11-05 14:05:14,100000,75000.0,0.25,0.34999999999999987,63500.0,1.1500000000000015,10
2024-11-05 14:05:14,110000,82500.0,0.25,0.15,86583.4,0.3712181818181814,10
2024-11-05 14:05:14,110000,82500.0,0.25,0.16999999999999998,90945.4,0.959704545454544,10
2024-11-05 14:05:15,110000,82500.0,0.25,0.18999999999999997,86994.1,0.6809242424242427,10
2024-11-05 14:05:15,110000,82500.0,0.25,0.20999999999999996,86531.3,0.9162045454545454,10
2024-11-05 14:05:16,110000,82500.0,0.25,0.22999999999999995,84877.4,1.08063636363636,10
2024-11-05 14:05:16,110000,82500.0,0.25,0.24999999999999994,82500.0,,10
2024-11-05 14:05:16,110000,82500.0,0.25,0.2699999999999999,80562.5,0.8806818181818222,10
2024-11-05 14:05:16,110000,82500.0,0.25,0.2899999999999999,76875.0,1.2784090909090933,10
2024-11-05 14:05:17,110000,82500.0,0.25,0.30999999999999994,73954.7,1.294742424242426,10
2024-11-05 14:05:17,110000,82500.0,0.25,0.3299999999999999,68250.0,1.619318181818185,10
2024-11-05 14:05:18,110000,82500.0,0.25,0.34999999999999987,72150.0,0.9409090909090921,10
2024-11-05 14:05:18,120000,90000.0,0.25,0.15,100000.0,0.8333333333333335,10
2024-11-05 14:05:19,120000,90000.0,0.25,0.16999999999999998,101890.9,1.238635416666665,10
2024-11-05 14:05:19,120000,90000.0,0.25,0.18999999999999997,97929.2,1.1012777777777765,10
2024-11-05 14:05:19,120000,90000.0,0.25,0.20999999999999996,95176.1,1.078354166666667,10
2024-11-05 14:05:20,120000,90000.0,0.25,0.22999999999999995,92832.6,1.1802500000000014,10
2024-11-05 14:05:20,120000,90000.0,0.25,0.24999999999999994,90000.0,,10
2024-11-05 14:05:21,120000,90000.0,0.25,0.2699999999999999,87290.6,1.1289166666666695,10
2024-11-05 14:05:21,120000,90000.0,0.25,0.2899999999999999,84033.3,1.2430625000000017,10
2024-11-05 14:05:22,120000,90000.0,0.25,0.30999999999999994,80737.0,1.286527777777779,10
2024-11-05 14:05:22,120000,90000.0,0.25,0.3299999999999999,74850.0,1.5781250000000029,10
2024-11-05 14:05:23,120000,90000.0,0.25,0.34999999999999987,77000.0,1.0833333333333346,10
2024-11-05 14:05:23,130000,97500.0,0.25,0.15,108249.9,0.8269153846153844,10
2024-11-05 14:05:24,130000,97500.0,0.25,0.16999999999999998,113617.8,1.5497884615384605,10
2024-11-05 14:05:24,130000,97500.0,0.25,0.18999999999999997,112588.9,1.9344743589743565,10
2024-11-05 14:05:25,130000,97500.0,0.25,0.20999999999999996,106529.8,1.7364999999999993,10
2024-11-05 14:05:25,130000,97500.0,0.25,0.22999999999999995,99606.4,0.8101538461538432,10
2024-11-05 14:05:25,130000,97500.0,0.25,0.24999999999999994,97500.0,,10
2024-11-05 14:05:26,130000,97500.0,0.25,0.2699999999999999,93480.0,1.5461538461538533,10
2024-11-05 14:05:26,130000,97500.0,0.25,0.2899999999999999,93585.0,0.7528846153846167,10
2024-11-05 14:05:27,130000,97500.0,0.25,0.30999999999999994,85674.6,1.5160769230769238,10
2024-11-05 14:05:27,130000,97500.0,0.25,0.3299999999999999,86416.7,1.0657019230769254,10
2024-11-05 14:05:28,130000,97500.0,0.25,0.34999999999999987,80125.0,1.3365384615384632,10
2024-11-05 14:05:28,140000,105000.0,0.25,0.15,123233.3,1.3023785714285718,10
2024-11-05 14:05:29,140000,105000.0,0.25,0.16999999999999998,116576.8,1.0336428571428566,10
2024-11-05 14:05:29,140000,105000.0,0.25,0.18999999999999997,116452.0,1.3633333333333322,10
2024-11-05 14:05:30,140000,105000.0,0.25,0.20999999999999996,112373.6,1.3167142857142855,10
2024-11-05 14:05:30,140000,105000.0,0.25,0.22999999999999995,107955.5,1.0555357142857134,10
2024-11-05 14:05:31,140000,105000.0,0.25,0.24999999999999994,105000.0,,10
2024-11-05 14:05:32,140000,105000.0,0.25,0.2699999999999999,100255.0,1.694642857142865,10
2024-11-05 14:05:32,140000,105000.0,0.25,0.2899999999999999,99135.0,1.0473214285714305,10
2024-11-05 14:05:33,140000,105000.0,0.25,0.30999999999999994,93700.0,1.3452380952380965,10
2024-11-05 14:05:33,140000,105000.0,0.25,0.3299999999999999,99000.0,0.5357142857142867,10
2024-11-05 14:05:34,140000,105000.0,0.25,0.34999999999999987,94825.0,0.7267857142857153,10
2024-11-05 14:05:34,150000,112500.0,0.25,0.15,128250.0,1.0500000000000003,10
2024-11-05 14:05:35,150000,112500.0,0.25,0.16999999999999998,134438.9,1.8282416666666648,10
2024-11-05 14:05:35,150000,112500.0,0.25,0.18999999999999997,121046.5,0.9496111111111103,10
2024-11-05 14:05:36,150000,112500.0,0.25,0.20999999999999996,107119.7,-0.8967166666666664,10
2024-11-05 14:05:36,150000,112500.0,0.25,0.22999999999999995,116251.0,1.2503333333333324,10
2024-11-05 14:05:36,150000,112500.0,0.25,0.24999999999999994,112500.0,,10
2024-11-05 14:05:37,150000,112500.0,0.25,0.2699999999999999,106029.2,2.1569333333333445,10
2024-11-05 14:05:37,150000,112500.0,0.25,0.2899999999999999,101494.8,1.8342000000000032,10
2024-11-05 14:05:38,150000,112500.0,0.25,0.30999999999999994,95375.0,1.90277777777778,10
2024-11-05 14:05:38,150000,112500.0,0.25,0.3299999999999999,93425.0,1.5895833333333362,10
2024-11-05 14:05:38,150000,112500.0,0.25,0.34999999999999987,98000.0,0.9666666666666679,10
2024-11-05 14:05:39,160000,120000.0,0.25,0.15,141833.3,1.3645812499999996,10
2024-11-05 14:05:39,160000,120000.0,0.25,0.16999999999999998,139770.0,1.5445312499999988,10
2024-11-05 14:05:40,160000,120000.0,0.25,0.18999999999999997,130212.4,1.0637916666666651,10
2024-11-05 14:05:40,160000,120000.0,0.25,0.20999999999999996,122138.9,0.33420312499999877,10
2024-11-05 14:05:41,160000,120000.0,0.25,0.22999999999999995,124242.0,1.325624999999999,10
2024-11-05 14:05:41,160000,120000.0,0.25,0.24999999999999994,120000.0,,10
2024-11-05 14:05:41,160000,120000.0,0.25,0.2699999999999999,110000.0,3.125000000000014,10
2024-11-05 14:05:42,160000,120000.0,0.25,0.2899999999999999,108966.7,1.7239531250000037,10
2024-11-05 14:05:43,160000,120000.0,0.25,0.30999999999999994,109403.5,1.1038020833333344,10
2024-11-05 14:05:43,160000,120000.0,0.25,0.3299999999999999,97200.0,1.7812500000000033,10
2024-11-05 14:05:43,160000,120000.0,0.25,0.34999999999999987,97757.1,1.3901812500000015,10
2024-11-05 14:05:44,170000,127500.0,0.25,0.15,146500.0,1.1176470588235297,10
2024-11-05 14:05:44,170000,127500.0,0.25,0.16999999999999998,140992.2,0.9920735294117646,10
2024-11-05 14:05:45,170000,127500.0,0.25,0.18999999999999997,137857.7,1.0154607843137258,10
2024-11-05 14:05:45,170000,127500.0,0.25,0.20999999999999996,133319.0,0.8557352941176464,10
2024-11-05 14:05:45,170000,127500.0,0.25,0.22999999999999995,130576.0,0.9047058823529404,10
2024-11-05 14:05:46,170000,127500.0,0.25,0.24999999999999994,127500.0,,10
2024-11-05 14:05:46,170000,127500.0,0.25,0.2699999999999999,122274.4,1.5369411764705971,10
2024-11-05 14:05:46,170000,127500.0,0.25,0.2899999999999999,122054.8,0.800764705882354,10
2024-11-05 14:05:47,170000,127500.0,0.25,0.30999999999999994,117126.7,1.0169901960784327,10
2024-11-05 14:05:47,170000,127500.0,0.25,0.3299999999999999,107650.0,1.4595588235294146,10
2024-11-05 14:05:48,170000,127500.0,0.25,0.34999999999999987,111150.0,0.9617647058823542,10
2024-11-05 14:05:48,180000,135000.0,0.25,0.15,163800.0,1.6000000000000005,10
2024-11-05 14:05:49,180000,135000.0,0.25,0.16999999999999998,153137.2,1.2595277777777774,10
2024-11-05 14:05:49,180000,135000.0,0.25,0.18999999999999997,143487.3,0.7858611111111093,10
2024-11-05 14:05:49,180000,135000.0,0.25,0.20999999999999996,137928.7,0.40676388888889015,10
2024-11-05 14:05:50,180000,135000.0,0.25,0.22999999999999995,138068.2,0.8522777777777804,10
2024-11-05 14:05:50,180000,135000.0,0.25,0.24999999999999994,135000.0,,10
2024-11-05 14:05:51,180000,135000.0,0.25,0.2699999999999999,128015.3,1.9401944444444525,10
2024-11-05 14:05:51,180000,135000.0,0.25,0.2899999999999999,124781.5,1.4192361111111138,10
2024-11-05 14:05:51,180000,135000.0,0.25,0.30999999999999994,120372.0,1.354444444444446,10
2024-11-05 14:05:52,180000,135000.0,0.25,0.3299999999999999,113750.0,1.4756944444444473,10
2024-11-05 14:05:52,180000,135000.0,0.25,0.34999999999999987,111050.0,1.3305555555555573,10
2024-11-05 14:05:53,190000,142500.0,0.25,0.15,159983.3,0.9201736842105259,10
2024-11-05 14:05:53,190000,142500.0,0.25,0.16999999999999998,159396.4,1.1116052631578934,10
2024-11-05 14:05:54,190000,142500.0,0.25,0.18999999999999997,156493.1,1.227464912280701,10
2024-11-05 14:05:55,190000,142500.0,0.25,0.20999999999999996,150552.0,1.0594736842105255,10
2024-11-05 14:05:55,190000,142500.0,0.25,0.22999999999999995,146314.5,1.0038157894736834,10
2024-11-05 14:05:56,190000,142500.0,0.25,0.24999999999999994,142500.0,,10
2024-11-05 14:05:56,190000,142500.0,0.25,0.2699999999999999,134258.9,2.168710526315801,10
2024-11-05 14:05:57,190000,142500.0,0.25,0.2899999999999999,127293.8,2.0008157894736875,10
2024-11-05 14:05:57,190000,142500.0,0.25,0.30999999999999994,125400.0,1.5000000000000016,10
2024-11-05 14:05:58,190000,142500.0,0.25,0.3299999999999999,111000.0,2.0723684210526354,10
2024-11-05 14:05:58,190000,142500.0,0.25,0.34999999999999987,122100.0,1.0736842105263171,10
2024-11-05 14:05:58,200000,150000.0,0.25,0.15,170166.7,1.0083350000000009,10
2024-11-05 14:05:59,200000,150000.0,0.25,0.16999999999999998,176777.9,1.6736187499999984,10
2024-11-05 14:06:00,200000,150000.0,0.25,0.18999999999999997,163340.0,1.1116666666666657,10
2024-11-05 14:06:00,200000,150000.0,0.25,0.20999999999999996,152188.1,0.2735125000000005,10
2024-11-05 14:06:01,200000,150000.0,0.25,0.22999999999999995,150150.0,0.03749999999999997,10
2024-11-05 14:06:01,200000,150000.0,0.25,0.24999999999999994,150000.0,,10
2024-11-05 14:06:02,200000,150000.0,0.25,0.2699999999999999,142160.5,1.9598750000000091,10
2024-11-05 14:06:02,200000,150000.0,0.25,0.2899999999999999,136877.2,1.6403500000000018,10
2024-11-05 14:06:02,200000,150000.0,0.25,0.30999999999999994,126200.0,1.9833333333333354,10
2024-11-05 14:06:03,200000,150000.0,0.25,0.3299999999999999,117727.6,2.0170250000000034,10
2024-11-05 14:06:03,200000,150000.0,0.25,0.34999999999999987,116142.9,1.6928550000000024,10
