timestamp,broad_income,prior_taxable_income,prior_rate,new_rate,response_number,raw_response,parsed_income,implied_eti
2024-11-05 14:24:37,50000,37500.0,0.25,0.15,1,"$42,857",42857.0,1.0714000000000001
2024-11-05 14:24:37,50000,37500.0,0.25,0.15,2,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:24:37,50000,37500.0,0.25,0.15,3,"$42,500",42500.0,1.0000000000000002
2024-11-05 14:24:38,50000,37500.0,0.25,0.2,1,"$40,000",40000.0,0.9999999999999992
2024-11-05 14:24:38,50000,37500.0,0.25,0.2,2,"$40,000",40000.0,0.9999999999999992
2024-11-05 14:24:38,50000,37500.0,0.25,0.2,3,"$40,000",40000.0,0.9999999999999992
2024-11-05 14:24:39,50000,37500.0,0.25,0.25,1,"$37,500",37500.0,
2024-11-05 14:24:39,50000,37500.0,0.25,0.25,2,"$37,500",37500.0,
2024-11-05 14:24:39,50000,37500.0,0.25,0.25,3,"$37,500",37500.0,
2024-11-05 14:24:39,50000,37500.0,0.25,0.30000000000000004,1,"$35,000",35000.0,0.9999999999999992
2024-11-05 14:24:39,50000,37500.0,0.25,0.30000000000000004,2,"$35,000",35000.0,0.9999999999999992
2024-11-05 14:24:39,50000,37500.0,0.25,0.30000000000000004,3,"$35,000",35000.0,0.9999999999999992
2024-11-05 14:24:39,50000,37500.0,0.25,0.3500000000000001,1,"$31,250",31250.0,1.249999999999999
2024-11-05 14:24:39,50000,37500.0,0.25,0.3500000000000001,2,"$30,000",30000.0,1.499999999999999
2024-11-05 14:24:39,50000,37500.0,0.25,0.3500000000000001,3,"$30,000.00",30000.0,1.499999999999999
2024-11-05 14:24:40,100000,75000.0,0.25,0.15,1,"$85,000",85000.0,1.0000000000000002
2024-11-05 14:24:40,100000,75000.0,0.25,0.15,2,"$85,000",85000.0,1.0000000000000002
2024-11-05 14:24:40,100000,75000.0,0.25,0.15,3,"$85,000",85000.0,1.0000000000000002
2024-11-05 14:24:41,100000,75000.0,0.25,0.2,1,"$80,000",80000.0,0.9999999999999992
2024-11-05 14:24:41,100000,75000.0,0.25,0.2,2,"$80,000",80000.0,0.9999999999999992
2024-11-05 14:24:41,100000,75000.0,0.25,0.2,3,"$80,000",80000.0,0.9999999999999992
2024-11-05 14:24:41,100000,75000.0,0.25,0.25,1,"$75,000",75000.0,
2024-11-05 14:24:41,100000,75000.0,0.25,0.25,2,"$75,000",75000.0,
2024-11-05 14:24:41,100000,75000.0,0.25,0.25,3,"$75,000",75000.0,
2024-11-05 14:24:42,100000,75000.0,0.25,0.30000000000000004,1,"$70,000",70000.0,0.9999999999999992
2024-11-05 14:24:42,100000,75000.0,0.25,0.30000000000000004,2,"$70,000",70000.0,0.9999999999999992
2024-11-05 14:24:42,100000,75000.0,0.25,0.30000000000000004,3,"$70,000",70000.0,0.9999999999999992
2024-11-05 14:24:42,100000,75000.0,0.25,0.3500000000000001,1,"$65,000",65000.0,0.9999999999999992
2024-11-05 14:24:42,100000,75000.0,0.25,0.3500000000000001,2,"$65,000",65000.0,0.9999999999999992
2024-11-05 14:24:42,100000,75000.0,0.25,0.3500000000000001,3,"$65,000",65000.0,0.9999999999999992
2024-11-05 14:24:42,150000,112500.0,0.25,0.15,1,"$132,500",132500.0,1.3333333333333337
2024-11-05 14:24:42,150000,112500.0,0.25,0.15,2,"$135,000",135000.0,1.5000000000000004
2024-11-05 14:24:42,150000,112500.0,0.25,0.15,3,"$127,500",127500.0,1.0000000000000002
2024-11-05 14:24:45,150000,112500.0,0.25,0.2,1,"$120,000",120000.0,0.9999999999999992
2024-11-05 14:24:45,150000,112500.0,0.25,0.2,2,"$120,000",120000.0,0.9999999999999992
2024-11-05 14:24:45,150000,112500.0,0.25,0.2,3,"$120,000",120000.0,0.9999999999999992
2024-11-05 14:24:45,150000,112500.0,0.25,0.25,1,"$112,500",112500.0,
2024-11-05 14:24:45,150000,112500.0,0.25,0.25,2,"$112,500",112500.0,
2024-11-05 14:24:45,150000,112500.0,0.25,0.25,3,"$112,500",112500.0,
2024-11-05 14:24:45,150000,112500.0,0.25,0.30000000000000004,1,"$103,750.00",103750.0,1.1666666666666656
2024-11-05 14:24:45,150000,112500.0,0.25,0.30000000000000004,2,"$105,000",105000.0,0.9999999999999992
2024-11-05 14:24:45,150000,112500.0,0.25,0.30000000000000004,3,"$105,000",105000.0,0.9999999999999992
2024-11-05 14:24:46,150000,112500.0,0.25,0.3500000000000001,1,"$100,000",100000.0,0.8333333333333326
2024-11-05 14:24:46,150000,112500.0,0.25,0.3500000000000001,2,"$97,500",97500.0,0.9999999999999992
2024-11-05 14:24:46,150000,112500.0,0.25,0.3500000000000001,3,"$97,500",97500.0,0.9999999999999992
2024-11-05 14:24:46,200000,150000.0,0.25,0.15,1,"$175,000",175000.0,1.2500000000000002
2024-11-05 14:24:46,200000,150000.0,0.25,0.15,2,"$170,000",170000.0,1.0000000000000002
2024-11-05 14:24:46,200000,150000.0,0.25,0.15,3,"$170,000",170000.0,1.0000000000000002
2024-11-05 14:24:46,200000,150000.0,0.25,0.2,1,"$160,000",160000.0,0.9999999999999992
2024-11-05 14:24:46,200000,150000.0,0.25,0.2,2,"$160,000",160000.0,0.9999999999999992
2024-11-05 14:24:46,200000,150000.0,0.25,0.2,3,"$160,000",160000.0,0.9999999999999992
2024-11-05 14:24:47,200000,150000.0,0.25,0.25,1,"$150,000",150000.0,
2024-11-05 14:24:47,200000,150000.0,0.25,0.25,2,"$150,000",150000.0,
2024-11-05 14:24:47,200000,150000.0,0.25,0.25,3,"$150,000",150000.0,
2024-11-05 14:24:47,200000,150000.0,0.25,0.30000000000000004,1,"$120,000",120000.0,2.999999999999998
2024-11-05 14:24:47,200000,150000.0,0.25,0.30000000000000004,2,"$142,857",142857.0,0.7142999999999995
2024-11-05 14:24:47,200000,150000.0,0.25,0.30000000000000004,3,"$140,000",140000.0,0.9999999999999992
2024-11-05 14:24:47,200000,150000.0,0.25,0.3500000000000001,1,"$115,000",115000.0,1.7499999999999987
2024-11-05 14:24:47,200000,150000.0,0.25,0.3500000000000001,2,"$115,000",115000.0,1.7499999999999987
2024-11-05 14:24:47,200000,150000.0,0.25,0.3500000000000001,3,"$140,000",140000.0,0.4999999999999996
